rs,rp,rd,rf,r_core_flag,rcore,DeltaE,DeltaEig,hardness,score
0.27548,0.08562,2.73117,0.00000,1.00000,1.82812,0.01153,0.00908,0.00000,0.02060817
0.02051,0.58183,0.35667,0.00000,1.00000,1.78016,0.01138,0.00896,0.02236,0.04269739
1.94269,2.12184,0.06995,0.00000,1.00000,0.54779,0.00684,0.01135,0.02250,0.04069354
1.78084,2.12184,0.06995,0.00000,1.00000,0.54779,0.00872,0.00863,0.02272,0.04006659
1.78084,2.11275,0.06995,0.00000,1.00000,0.54779,0.00872,0.00864,0.02272,0.04007486
1.78084,2.11275,1.48329,0.00000,1.00000,0.54779,0.00872,0.00864,0.00039,0.01774200
1.78084,2.11275,1.48329,0.00000,1.00000,1.52817,0.00996,0.00870,0.00001,0.01866158
1.71416,2.96030,1.83779,0.00000,1.00000,1.11409,0.01327,0.00881,0.00000,0.02207915
2.20811,2.96030,1.83779,0.00000,1.00000,1.11409,0.01158,0.01904,0.00000,0.03061949
2.20811,0.65293,1.83779,0.00000,1.00000,1.11409,0.01164,0.02141,0.00000,0.03304986
2.20811,0.65293,0.59433,0.00000,1.00000,1.11409,0.01164,0.02141,0.02236,0.05541149
2.20811,0.65293,0.59433,0.00000,1.00000,1.60506,0.01269,0.02170,0.02236,0.05675661
0.30555,0.43111,1.44778,0.00000,1.00000,2.03448,0.01210,0.00949,0.00000,0.02159165
1.39370,2.66352,2.79545,0.00000,1.00000,2.24769,0.01416,0.01285,0.02236,0.04937420
1.11614,0.54418,0.26023,0.00000,1.00000,1.04772,0.03112,0.04438,0.04472,0.12022157
1.10764,0.54418,0.26023,0.00000,1.00000,1.04772,0.03112,0.04438,0.04472,0.12022157
1.10764,2.26741,0.26023,0.00000,1.00000,1.04772,0.03145,0.04436,0.04472,0.12053094
1.10764,2.26741,2.91972,0.00000,1.00000,1.04772,0.03145,0.04436,0.02236,0.09816957
1.10764,2.26741,2.91972,0.00000,1.00000,2.09069,0.03299,0.04516,0.02236,0.10050887
0.02360,2.73497,1.22621,0.00000,1.00000,2.46158,0.01592,0.01066,0.02236,0.04894468
1.42595,1.22429,2.06139,0.00000,1.00000,0.63793,0.01238,0.01356,0.04499,0.07093595
0.68692,1.15960,0.11032,0.00000,1.00000,1.21005,0.01320,0.01198,0.04472,0.06990008
1.88544,1.09076,3.41834,0.00000,1.00000,1.28937,0.00959,0.01476,0.02666,0.05101329
2.32451,1.09076,3.41834,0.00000,1.00000,1.28937,0.01997,0.02946,0.02236,0.07178777
2.32451,0.12245,3.41834,0.00000,1.00000,1.28937,0.01839,0.02861,0.00000,0.04700355
2.32451,0.12245,3.25277,0.00000,1.00000,1.28937,0.01839,0.02861,0.00000,0.04700355
2.32451,0.12245,3.25277,0.00000,1.00000,1.80433,0.01775,0.02866,0.00000,0.04641440
2.22140,0.02420,0.15021,0.00000,1.00000,1.32443,0.01173,0.02151,0.02483,0.05807140
1.83816,2.18344,3.47524,0.00000,1.00000,0.85328,0.00837,0.00907,0.00026,0.01769754
0.34359,1.33185,1.84299,0.00000,1.00000,0.29646,0.01231,0.01026,0.02236,0.04492879
2.06173,1.33185,1.84299,0.00000,1.00000,0.29646,0.00838,0.01461,0.02236,0.04535282
2.06173,0.27612,1.84299,0.00000,1.00000,0.29646,0.00718,0.01540,0.00000,0.02257642
2.06173,0.27612,2.91125,0.00000,1.00000,0.29646,0.00718,0.01540,0.00000,0.02257667
2.06173,0.27612,2.91125,0.00000,1.00000,1.23357,0.00701,0.01512,0.00000,0.02212885
1.51505,2.74828,0.59201,0.00000,1.00000,0.53225,0.01180,0.00911,0.02255,0.04345574
1.46967,1.86104,1.68908,0.00000,1.00000,0.61094,0.00888,0.00936,0.00790,0.02613254
0.17160,1.46987,1.67904,0.00000,1.00000,1.99224,0.01569,0.01163,0.02237,0.04968085
1.78602,1.46987,1.67904,0.00000,1.00000,1.99224,0.01525,0.01190,0.02237,0.04951273
1.78602,1.79503,1.67904,0.00000,1.00000,1.99224,0.01258,0.01016,0.00000,0.02273698
1.78602,1.79503,0.57263,0.00000,1.00000,1.99224,0.01258,0.01016,0.02236,0.04509791
1.78602,1.79503,0.57263,0.00000,1.00000,1.85625,0.01207,0.00984,0.02236,0.04427037
1.45108,1.83333,1.71324,0.00000,1.00000,0.90162,0.00880,0.00955,0.01322,0.03157103
