rs,rp,rd,rf,r_core_flag,rcore,DeltaE,DeltaEig,hardness,score
0.45680,0.07691,1.62929,0.00000,1.00000,0.00000,0.06681,0.06105,0.06709,0.19494480
0.19533,0.81408,0.65689,0.00000,1.00000,0.00000,0.01299,0.00589,0.06709,0.08596471
1.90129,1.39043,2.41282,0.00000,1.00000,0.00000,0.07244,0.10677,0.00047,0.17967849
0.63967,1.39043,2.41282,0.00000,1.00000,0.00000,0.01402,0.01675,0.02460,0.05536312
0.63967,1.92933,2.41282,0.00000,1.00000,0.00000,0.01723,0.06965,0.02394,0.11081514
0.63967,1.92933,2.42714,0.00000,1.00000,0.00000,0.01723,0.06965,0.02405,0.11092959
2.05809,1.67860,3.23649,0.00000,1.00000,0.00000,0.08035,0.12097,0.00015,0.20147410
1.82678,1.11136,0.31466,0.00000,1.00000,0.00000,0.06720,0.09872,0.02984,0.19575928
2.18137,0.28279,3.31208,0.00000,1.00000,0.00000,0.07307,0.10810,0.06709,0.24825826
2.17443,0.28279,3.31208,0.00000,1.00000,0.00000,0.07307,0.10810,0.06709,0.24825826
2.17443,2.54975,3.31208,0.00000,1.00000,0.00000,0.17947,0.30768,0.00000,0.48714782
2.17443,0.28279,1.40200,0.00000,1.00000,0.00000,0.07307,0.10810,0.06709,0.24825826
1.66075,2.86219,0.77884,0.00000,1.00000,0.00000,0.24889,0.40867,0.02236,0.67992347
1.78049,1.03542,3.04037,0.00000,1.00000,0.00000,0.06440,0.09480,0.00515,0.16434859
0.06345,1.01307,3.07378,0.00000,1.00000,0.00000,0.01305,0.00727,0.02984,0.05015347
1.08765,1.01307,3.07378,0.00000,1.00000,0.00000,0.01745,0.01609,0.06709,0.10062927
1.08765,1.13380,3.07378,0.00000,1.00000,0.00000,0.01862,0.01736,0.04488,0.08085633
1.08765,1.13380,1.94872,0.00000,1.00000,0.00000,0.01862,0.01736,0.04488,0.08085633
2.25132,1.27754,1.99281,0.00000,1.00000,0.00000,0.06685,0.09972,0.02236,0.18893233
0.91445,0.94599,1.30921,0.00000,1.00000,0.00000,0.01379,0.00794,0.04614,0.06787827
1.56700,0.85562,3.15766,0.00000,1.00000,0.00000,0.04611,0.06957,0.05768,0.17335995
1.13676,0.94599,1.30921,0.00000,1.00000,0.00000,0.01782,0.01919,0.05768,0.09468681
