rs,rp,rd,rf,r_core_flag,rcore,DeltaE,DeltaEig,hardness,score
0.24660,2.77102,1.41656,0.00000,1.00000,0.00000,0.06837,0.12218,0.02387,0.21441960
1.82956,0.04155,0.50374,0.00000,1.00000,0.00000,0.03440,0.04709,0.06709,0.14857818
1.78000,0.04155,0.50374,0.00000,1.00000,0.00000,0.03092,0.04270,0.06709,0.14070184
1.78000,2.36850,0.50374,0.00000,1.00000,0.00000,0.05563,0.09276,0.02236,0.17075291
1.78000,2.36850,2.65500,0.00000,1.00000,0.00000,0.05563,0.09276,0.00000,0.14839094
1.04463,2.26845,0.45730,0.00000,1.00000,0.00000,0.02338,0.05374,0.04554,0.12266405
0.00577,2.62241,2.31126,0.00000,1.00000,0.00000,0.05036,0.09389,0.06709,0.21134075
1.72539,2.58376,0.71331,0.00000,1.00000,0.00000,0.06508,0.11874,0.00430,0.18812348
1.67564,2.58376,0.71331,0.00000,1.00000,0.00000,0.06171,0.11440,0.00747,0.18358189
1.67564,1.32857,0.71331,0.00000,1.00000,0.00000,0.02817,0.03569,0.01544,0.07929949
1.67564,1.32857,0.52492,0.00000,1.00000,0.00000,0.02817,0.03569,0.02484,0.08870773
0.47519,2.36760,0.34446,0.00000,1.00000,0.00000,0.04509,0.07965,0.05768,0.18241701
1.08591,0.91962,2.84173,0.00000,1.00000,0.00000,0.00822,0.00708,0.04475,0.06005286
1.57276,0.99926,3.15848,0.00000,1.00000,0.00000,0.02094,0.02635,0.04519,0.09247840
0.22109,0.99926,3.15848,0.00000,1.00000,0.00000,0.00841,0.00630,0.04472,0.05943562
0.22109,0.54888,3.15848,0.00000,1.00000,0.00000,0.00729,0.00576,0.04481,0.05786581
0.22109,0.54888,1.20875,0.00000,1.00000,0.00000,0.00729,0.00576,0.04474,0.05779409
1.74495,0.24381,1.94888,0.00000,1.00000,0.00000,0.02910,0.03898,0.06709,0.13517072
1.96277,1.50378,3.17389,0.00000,1.00000,0.00000,0.04503,0.05607,0.02236,0.12346574
1.65450,1.50378,3.17389,0.00000,1.00000,0.00000,0.02838,0.03672,0.02237,0.08746744
1.65450,0.07792,3.17389,0.00000,1.00000,0.00000,0.02401,0.03370,0.06709,0.12480010
1.65450,0.07792,2.32120,0.00000,1.00000,0.00000,0.02401,0.03370,0.06709,0.12480010
0.71507,1.56666,3.01788,0.00000,1.00000,0.00000,0.01054,0.01309,0.04472,0.06835934
0.56089,0.48264,1.44122,0.00000,1.00000,0.00000,0.05334,0.03898,0.06709,0.15940135
1.24930,0.98758,2.68185,0.00000,1.00000,0.00000,0.00967,0.01110,0.04554,0.06630873
2.41677,0.98758,2.68185,0.00000,1.00000,0.00000,0.05310,0.06294,0.02240,0.13844360
2.41677,2.96160,2.68185,0.00000,1.00000,0.00000,0.13735,0.21585,0.00000,0.35320327
2.41677,2.96160,3.13129,0.00000,1.00000,0.00000,0.13735,0.21585,0.00000,0.35320327
0.02443,0.72767,0.75967,0.00000,1.00000,0.00000,0.00791,0.00576,0.06709,0.08076043
1.55798,2.34941,1.01886,0.00000,1.00000,0.00000,0.04447,0.07893,0.00047,0.12386456
1.24899,2.80181,0.28911,0.00000,1.00000,0.00000,0.07306,0.13293,0.04472,0.25071560
0.88395,2.80181,0.28911,0.00000,1.00000,0.00000,0.07261,0.12848,0.02460,0.22569224
0.88395,1.16085,0.28911,0.00000,1.00000,0.00000,0.00792,0.00648,0.02520,0.03959781
0.88395,1.16085,0.52908,0.00000,1.00000,0.00000,0.00792,0.00648,0.02520,0.03959781
0.56081,1.52572,0.35211,0.00000,1.00000,0.00000,0.04003,0.03486,0.06709,0.14197342
1.33927,0.88414,2.26010,0.00000,1.00000,0.00000,0.01108,0.01427,0.06709,0.09243352
1.82949,0.88414,2.26010,0.00000,1.00000,0.00000,0.03479,0.04239,0.02625,0.10343548
1.82949,0.03650,2.26010,0.00000,1.00000,0.00000,0.03445,0.04712,0.06709,0.14865814
1.82949,0.03650,3.14932,0.00000,1.00000,0.00000,0.03445,0.04712,0.06709,0.14865814
0.02263,2.70355,0.42476,0.00000,1.00000,0.00000,0.06063,0.11013,0.05220,0.22295759
0.93566,1.16522,0.42789,0.00000,1.00000,0.00000,0.00801,0.00660,0.04614,0.06075277
